x/H,y/H,z/H,<u/uH>,Uu,<v/uH>,Uv,<w/uH>,Uw,<urms/uH>,Uurms,<vrms/uH>,Uvrms,<wrms/uH>,Uwrms,<tke/uH>,Utke,buffer
0.250 ,0.125 ,0.250 ,-0.093 ,0.006 ,-0.023 ,0.004 ,0.016 ,0.002 ,0.0264 ,0.0036 ,0.0331 ,0.0050 ,0.0279 ,0.0032 ,0.0437 ,0.0034 ,0.0000 
0.250 ,0.125 ,0.500 ,-0.059 ,0.005 ,-0.015 ,0.002 ,0.027 ,0.003 ,0.0277 ,0.0038 ,0.0338 ,0.0051 ,0.0338 ,0.0036 ,0.0477 ,0.0036 ,0.0000 
0.250 ,0.125 ,0.750 ,0.015 ,0.003 ,0.010 ,0.001 ,0.045 ,0.003 ,0.0213 ,0.0030 ,0.0331 ,0.0050 ,0.0328 ,0.0035 ,0.0436 ,0.0034 ,0.0000 
0.250 ,0.125 ,0.875 ,0.075 ,0.006 ,0.025 ,0.003 ,0.013 ,0.002 ,0.0177 ,0.0025 ,0.0317 ,0.0048 ,0.0369 ,0.0039 ,0.0431 ,0.0033 ,0.0000 
0.250 ,0.125 ,0.950 ,0.363 ,0.024 ,-0.005 ,0.004 ,-0.076 ,0.007 ,0.0383 ,0.0053 ,0.0321 ,0.0049 ,0.0397 ,0.0041 ,0.0551 ,0.0041 ,0.0000 
0.250 ,0.125 ,1.000 ,0.674 ,0.044 ,-0.046 ,0.011 ,-0.111 ,0.010 ,0.0968 ,0.0127 ,0.0451 ,0.0064 ,0.0252 ,0.0029 ,0.0836 ,0.0072 ,0.0000 
0.250 ,0.125 ,1.050 ,0.894 ,0.059 ,-0.055 ,0.011 ,-0.139 ,0.014 ,0.0855 ,0.0114 ,0.0459 ,0.0065 ,0.0147 ,0.0020 ,0.0731 ,0.0066 ,0.0000 
0.250 ,0.125 ,1.125 ,1.019 ,0.067 ,-0.037 ,0.012 ,-0.144 ,0.015 ,0.0729 ,0.0096 ,0.0379 ,0.0055 ,0.0113 ,0.0017 ,0.0611 ,0.0056 ,0.0000 
0.250 ,0.125 ,1.250 ,1.085 ,0.071 ,-0.024 ,0.012 ,-0.107 ,0.014 ,0.0425 ,0.0058 ,0.0240 ,0.0040 ,0.0096 ,0.0015 ,0.0380 ,0.0036 ,0.0000 
0.250 ,0.125 ,1.500 ,1.133 ,0.073 ,-0.014 ,0.013 ,-0.018 ,0.013 ,0.0289 ,0.0039 ,0.0148 ,0.0027 ,0.0110 ,0.0017 ,0.0274 ,0.0025 ,0.0000 
0.250 ,0.200 ,0.005 ,0.120 ,0.012 ,-0.085 ,0.006 ,-0.014 ,0.002 ,0.0419 ,0.0057 ,0.0444 ,0.0064 ,0.0010 ,0.0004 ,0.0436 ,0.0043 ,0.0000 
0.250 ,0.200 ,0.050 ,0.112 ,0.009 ,-0.069 ,0.005 ,0.000 ,0.002 ,0.0492 ,0.0067 ,0.0380 ,0.0057 ,0.0107 ,0.0016 ,0.0490 ,0.0045 ,0.0000 
0.250 ,0.200 ,0.125 ,0.115 ,0.010 ,-0.057 ,0.004 ,0.015 ,0.003 ,0.0404 ,0.0055 ,0.0365 ,0.0053 ,0.0171 ,0.0023 ,0.0470 ,0.0040 ,0.0000 
0.250 ,0.200 ,0.250 ,0.090 ,0.007 ,-0.039 ,0.004 ,0.004 ,0.003 ,0.0399 ,0.0054 ,0.0354 ,0.0053 ,0.0296 ,0.0033 ,0.0525 ,0.0041 ,0.0000 
0.250 ,0.200 ,0.500 ,0.122 ,0.010 ,-0.047 ,0.004 ,0.017 ,0.002 ,0.0383 ,0.0052 ,0.0347 ,0.0052 ,0.0408 ,0.0041 ,0.0569 ,0.0042 ,0.0000 
0.250 ,0.200 ,0.750 ,0.192 ,0.013 ,-0.040 ,0.004 ,0.000 ,0.006 ,0.0418 ,0.0056 ,0.0490 ,0.0068 ,0.0391 ,0.0041 ,0.0649 ,0.0049 ,0.0000 
0.250 ,0.200 ,0.875 ,0.195 ,0.013 ,-0.033 ,0.003 ,-0.011 ,0.004 ,0.0281 ,0.0038 ,0.0452 ,0.0064 ,0.0386 ,0.0040 ,0.0559 ,0.0042 ,0.0000 
0.250 ,0.200 ,0.950 ,0.487 ,0.033 ,-0.016 ,0.006 ,-0.065 ,0.007 ,0.0436 ,0.0060 ,0.0374 ,0.0055 ,0.0391 ,0.0040 ,0.0601 ,0.0045 ,0.0000 
0.250 ,0.200 ,1.000 ,0.763 ,0.050 ,-0.037 ,0.009 ,-0.104 ,0.011 ,0.0975 ,0.0127 ,0.0399 ,0.0058 ,0.0266 ,0.0031 ,0.0820 ,0.0072 ,0.0000 
0.250 ,0.200 ,1.050 ,0.907 ,0.059 ,-0.053 ,0.011 ,-0.133 ,0.014 ,0.0870 ,0.0114 ,0.0395 ,0.0057 ,0.0163 ,0.0022 ,0.0714 ,0.0065 ,0.0000 
0.250 ,0.200 ,1.125 ,1.062 ,0.069 ,-0.042 ,0.013 ,-0.133 ,0.015 ,0.0669 ,0.0091 ,0.0352 ,0.0052 ,0.0124 ,0.0019 ,0.0573 ,0.0053 ,0.0000 
0.250 ,0.200 ,1.250 ,1.084 ,0.070 ,-0.026 ,0.012 ,-0.107 ,0.014 ,0.0376 ,0.0051 ,0.0234 ,0.0039 ,0.0103 ,0.0016 ,0.0357 ,0.0033 ,0.0000 
0.250 ,0.200 ,1.500 ,1.142 ,0.074 ,-0.013 ,0.013 ,-0.018 ,0.013 ,0.0285 ,0.0039 ,0.0149 ,0.0027 ,0.0115 ,0.0017 ,0.0274 ,0.0025 ,0.0000 
0.250 ,0.250 ,0.005 ,0.238 ,0.021 ,-0.111 ,0.008 ,-0.010 ,0.003 ,0.0476 ,0.0074 ,0.0377 ,0.0055 ,0.0009 ,0.0004 ,0.0431 ,0.0046 ,0.0000 
0.250 ,0.250 ,0.050 ,0.279 ,0.019 ,-0.082 ,0.007 ,-0.012 ,0.003 ,0.0750 ,0.0101 ,0.0406 ,0.0058 ,0.0107 ,0.0016 ,0.0631 ,0.0059 ,0.0000 
0.250 ,0.250 ,0.125 ,0.290 ,0.023 ,-0.071 ,0.006 ,0.010 ,0.004 ,0.0690 ,0.0092 ,0.0422 ,0.0060 ,0.0213 ,0.0026 ,0.0663 ,0.0057 ,0.0000 
0.250 ,0.250 ,0.250 ,0.275 ,0.019 ,-0.047 ,0.005 ,0.017 ,0.008 ,0.0650 ,0.0087 ,0.0358 ,0.0053 ,0.0372 ,0.0039 ,0.0690 ,0.0055 ,0.0000 
0.250 ,0.250 ,0.500 ,0.317 ,0.022 ,-0.072 ,0.007 ,-0.007 ,0.004 ,0.0632 ,0.0085 ,0.0380 ,0.0057 ,0.0521 ,0.0051 ,0.0767 ,0.0057 ,0.0000 
0.250 ,0.250 ,0.750 ,0.475 ,0.033 ,-0.132 ,0.010 ,-0.057 ,0.011 ,0.0822 ,0.0109 ,0.0445 ,0.0063 ,0.0465 ,0.0045 ,0.0866 ,0.0067 ,0.0000 
0.250 ,0.250 ,0.875 ,0.522 ,0.036 ,-0.075 ,0.008 ,-0.054 ,0.007 ,0.0792 ,0.0104 ,0.0469 ,0.0067 ,0.0337 ,0.0036 ,0.0799 ,0.0064 ,0.0000 
0.250 ,0.250 ,0.950 ,0.624 ,0.041 ,-0.072 ,0.009 ,-0.060 ,0.008 ,0.0671 ,0.0090 ,0.0416 ,0.0059 ,0.0357 ,0.0038 ,0.0722 ,0.0057 ,0.0000 
0.250 ,0.250 ,1.000 ,0.821 ,0.053 ,-0.040 ,0.010 ,-0.093 ,0.011 ,0.0667 ,0.0088 ,0.0396 ,0.0057 ,0.0284 ,0.0032 ,0.0673 ,0.0055 ,0.0000 
0.250 ,0.250 ,1.050 ,0.970 ,0.063 ,-0.033 ,0.011 ,-0.108 ,0.013 ,0.0618 ,0.0082 ,0.0408 ,0.0059 ,0.0189 ,0.0025 ,0.0607 ,0.0052 ,0.0000 
0.250 ,0.250 ,1.125 ,1.036 ,0.067 ,-0.041 ,0.012 ,-0.113 ,0.014 ,0.0512 ,0.0068 ,0.0348 ,0.0055 ,0.0137 ,0.0020 ,0.0498 ,0.0045 ,0.0000 
0.250 ,0.250 ,1.250 ,1.080 ,0.071 ,-0.035 ,0.013 ,-0.094 ,0.014 ,0.0374 ,0.0050 ,0.0247 ,0.0040 ,0.0109 ,0.0017 ,0.0365 ,0.0033 ,0.0000 
0.250 ,0.250 ,1.500 ,1.124 ,0.073 ,-0.012 ,0.013 ,-0.018 ,0.013 ,0.0264 ,0.0037 ,0.0165 ,0.0029 ,0.0110 ,0.0017 ,0.0270 ,0.0025 ,0.0000 
0.250 ,0.300 ,0.005 ,0.330 ,0.023 ,-0.066 ,0.006 ,-0.008 ,0.004 ,0.0440 ,0.0061 ,0.0312 ,0.0047 ,0.0008 ,0.0003 ,0.0380 ,0.0038 ,0.0000 
0.250 ,0.300 ,0.050 ,0.408 ,0.027 ,-0.054 ,0.006 ,-0.022 ,0.005 ,0.0641 ,0.0088 ,0.0334 ,0.0050 ,0.0100 ,0.0016 ,0.0538 ,0.0051 ,0.0000 
0.250 ,0.300 ,0.125 ,0.404 ,0.028 ,-0.084 ,0.008 ,-0.025 ,0.005 ,0.0685 ,0.0091 ,0.0337 ,0.0051 ,0.0193 ,0.0024 ,0.0607 ,0.0054 ,0.0000 
0.250 ,0.300 ,0.250 ,0.394 ,0.026 ,-0.078 ,0.007 ,-0.002 ,0.005 ,0.0682 ,0.0093 ,0.0346 ,0.0052 ,0.0360 ,0.0038 ,0.0694 ,0.0057 ,0.0000 
0.250 ,0.300 ,0.500 ,0.454 ,0.030 ,-0.097 ,0.009 ,-0.009 ,0.006 ,0.0725 ,0.0098 ,0.0360 ,0.0054 ,0.0524 ,0.0050 ,0.0805 ,0.0061 ,0.0000 
0.250 ,0.300 ,0.750 ,0.627 ,0.042 ,-0.143 ,0.012 ,-0.047 ,0.008 ,0.0736 ,0.0100 ,0.0417 ,0.0060 ,0.0511 ,0.0049 ,0.0832 ,0.0063 ,0.0000 
0.250 ,0.300 ,0.875 ,0.717 ,0.048 ,-0.086 ,0.010 ,-0.071 ,0.009 ,0.0776 ,0.0102 ,0.0413 ,0.0060 ,0.0407 ,0.0041 ,0.0798 ,0.0063 ,0.0000 
0.250 ,0.300 ,0.950 ,0.778 ,0.051 ,-0.076 ,0.010 ,-0.080 ,0.010 ,0.0719 ,0.0096 ,0.0394 ,0.0057 ,0.0344 ,0.0038 ,0.0728 ,0.0059 ,0.0000 
0.250 ,0.300 ,1.000 ,0.859 ,0.056 ,-0.050 ,0.011 ,-0.077 ,0.011 ,0.0621 ,0.0083 ,0.0384 ,0.0056 ,0.0266 ,0.0030 ,0.0636 ,0.0052 ,0.0000 
0.250 ,0.300 ,1.050 ,1.006 ,0.066 ,-0.052 ,0.012 ,-0.096 ,0.013 ,0.0564 ,0.0076 ,0.0356 ,0.0052 ,0.0178 ,0.0023 ,0.0549 ,0.0048 ,0.0000 
0.250 ,0.300 ,1.125 ,1.038 ,0.067 ,-0.042 ,0.013 ,-0.096 ,0.013 ,0.0498 ,0.0067 ,0.0341 ,0.0052 ,0.0140 ,0.0020 ,0.0490 ,0.0044 ,0.0000 
0.250 ,0.300 ,1.250 ,1.081 ,0.070 ,-0.032 ,0.012 ,-0.082 ,0.013 ,0.0338 ,0.0049 ,0.0234 ,0.0038 ,0.0111 ,0.0017 ,0.0341 ,0.0032 ,0.0000 
0.250 ,0.300 ,1.500 ,1.114 ,0.072 ,-0.018 ,0.012 ,-0.019 ,0.013 ,0.0293 ,0.0040 ,0.0157 ,0.0029 ,0.0112 ,0.0017 ,0.0281 ,0.0026 ,0.0000 
0.250 ,0.375 ,0.005 ,0.513 ,0.033 ,-0.049 ,0.008 ,-0.015 ,0.006 ,0.0460 ,0.0073 ,0.0359 ,0.0053 ,0.0008 ,0.0003 ,0.0413 ,0.0045 ,0.0000 
0.250 ,0.375 ,0.050 ,0.556 ,0.037 ,-0.044 ,0.009 ,-0.027 ,0.006 ,0.0544 ,0.0077 ,0.0381 ,0.0055 ,0.0109 ,0.0017 ,0.0517 ,0.0048 ,0.0000 
0.250 ,0.375 ,0.125 ,0.563 ,0.038 ,-0.077 ,0.009 ,-0.027 ,0.007 ,0.0599 ,0.0080 ,0.0384 ,0.0056 ,0.0174 ,0.0024 ,0.0579 ,0.0050 ,0.0000 
0.250 ,0.375 ,0.250 ,0.565 ,0.038 ,-0.086 ,0.009 ,-0.027 ,0.007 ,0.0674 ,0.0091 ,0.0369 ,0.0054 ,0.0329 ,0.0037 ,0.0686 ,0.0056 ,0.0000 
0.250 ,0.375 ,0.500 ,0.638 ,0.041 ,-0.079 ,0.009 ,0.004 ,0.007 ,0.0763 ,0.0100 ,0.0395 ,0.0057 ,0.0452 ,0.0045 ,0.0805 ,0.0062 ,0.0000 
0.250 ,0.375 ,0.750 ,0.841 ,0.055 ,-0.125 ,0.012 ,-0.055 ,0.011 ,0.0842 ,0.0110 ,0.0384 ,0.0056 ,0.0459 ,0.0045 ,0.0842 ,0.0066 ,0.0000 
0.250 ,0.375 ,0.875 ,0.938 ,0.062 ,-0.084 ,0.012 ,-0.064 ,0.012 ,0.0608 ,0.0084 ,0.0349 ,0.0052 ,0.0393 ,0.0040 ,0.0675 ,0.0053 ,0.0000 
0.250 ,0.375 ,0.950 ,0.963 ,0.063 ,-0.078 ,0.012 ,-0.073 ,0.012 ,0.0567 ,0.0079 ,0.0316 ,0.0048 ,0.0282 ,0.0032 ,0.0582 ,0.0049 ,0.0000 
0.250 ,0.375 ,1.000 ,0.984 ,0.064 ,-0.059 ,0.012 ,-0.073 ,0.012 ,0.0541 ,0.0073 ,0.0318 ,0.0049 ,0.0216 ,0.0027 ,0.0538 ,0.0046 ,0.0000 
0.250 ,0.375 ,1.050 ,1.009 ,0.067 ,-0.054 ,0.012 ,-0.076 ,0.012 ,0.0507 ,0.0068 ,0.0308 ,0.0047 ,0.0166 ,0.0022 ,0.0491 ,0.0043 ,0.0000 
0.250 ,0.375 ,1.125 ,1.040 ,0.067 ,-0.048 ,0.012 ,-0.076 ,0.013 ,0.0453 ,0.0061 ,0.0301 ,0.0047 ,0.0125 ,0.0019 ,0.0440 ,0.0040 ,0.0000 
0.250 ,0.375 ,1.250 ,1.076 ,0.071 ,-0.034 ,0.012 ,-0.064 ,0.013 ,0.0354 ,0.0054 ,0.0230 ,0.0037 ,0.0111 ,0.0017 ,0.0347 ,0.0034 ,0.0000 
0.250 ,0.375 ,1.500 ,1.114 ,0.072 ,-0.010 ,0.012 ,-0.016 ,0.013 ,0.0273 ,0.0040 ,0.0156 ,0.0029 ,0.0113 ,0.0017 ,0.0271 ,0.0026 ,0.0000 
0.250 ,0.500 ,0.005 ,0.566 ,0.037 ,-0.018 ,0.007 ,-0.016 ,0.006 ,0.0319 ,0.0046 ,0.0351 ,0.0052 ,0.0004 ,0.0002 ,0.0337 ,0.0034 ,0.0000 
0.250 ,0.500 ,0.050 ,0.660 ,0.043 ,0.009 ,0.008 ,-0.021 ,0.008 ,0.0418 ,0.0057 ,0.0348 ,0.0051 ,0.0097 ,0.0015 ,0.0432 ,0.0039 ,0.0000 
0.250 ,0.500 ,0.125 ,0.684 ,0.045 ,-0.055 ,0.009 ,-0.039 ,0.008 ,0.0444 ,0.0061 ,0.0342 ,0.0051 ,0.0154 ,0.0021 ,0.0470 ,0.0041 ,0.0000 
0.250 ,0.500 ,0.250 ,0.747 ,0.049 ,-0.068 ,0.010 ,-0.058 ,0.010 ,0.0515 ,0.0070 ,0.0291 ,0.0045 ,0.0254 ,0.0029 ,0.0530 ,0.0044 ,0.0000 
0.250 ,0.500 ,0.500 ,0.848 ,0.055 ,-0.062 ,0.010 ,-0.020 ,0.010 ,0.0613 ,0.0082 ,0.0351 ,0.0052 ,0.0274 ,0.0031 ,0.0619 ,0.0051 ,0.0000 
0.250 ,0.500 ,0.750 ,0.917 ,0.059 ,-0.086 ,0.012 ,-0.048 ,0.011 ,0.0553 ,0.0073 ,0.0320 ,0.0048 ,0.0251 ,0.0029 ,0.0562 ,0.0046 ,0.0000 
0.250 ,0.500 ,0.875 ,0.957 ,0.062 ,-0.078 ,0.012 ,-0.050 ,0.012 ,0.0530 ,0.0076 ,0.0263 ,0.0041 ,0.0225 ,0.0027 ,0.0509 ,0.0045 ,0.0000 
0.250 ,0.500 ,0.950 ,0.985 ,0.064 ,-0.063 ,0.012 ,-0.049 ,0.011 ,0.0436 ,0.0058 ,0.0263 ,0.0041 ,0.0180 ,0.0023 ,0.0439 ,0.0037 ,0.0000 
0.250 ,0.500 ,1.000 ,0.998 ,0.065 ,-0.053 ,0.012 ,-0.048 ,0.025 ,0.0426 ,0.0058 ,0.0279 ,0.0044 ,0.0232 ,0.0040 ,0.0469 ,0.0041 ,0.0000 
0.250 ,0.500 ,1.050 ,1.022 ,0.067 ,-0.050 ,0.012 ,-0.041 ,0.012 ,0.0425 ,0.0057 ,0.0284 ,0.0045 ,0.0135 ,0.0019 ,0.0422 ,0.0038 ,0.0000 
0.250 ,0.500 ,1.125 ,1.052 ,0.068 ,-0.045 ,0.013 ,-0.043 ,0.012 ,0.0406 ,0.0056 ,0.0284 ,0.0044 ,0.0120 ,0.0018 ,0.0405 ,0.0037 ,0.0000 
0.250 ,0.500 ,1.250 ,1.069 ,0.071 ,-0.033 ,0.012 ,-0.039 ,0.012 ,0.0349 ,0.0047 ,0.0223 ,0.0037 ,0.0116 ,0.0017 ,0.0344 ,0.0031 ,0.0000 
0.250 ,0.500 ,1.500 ,1.116 ,0.072 ,-0.011 ,0.013 ,-0.015 ,0.013 ,0.0280 ,0.0041 ,0.0155 ,0.0029 ,0.0115 ,0.0017 ,0.0275 ,0.0026 ,0.0000 
0.250 ,0.625 ,0.005 ,0.619 ,0.040 ,0.013 ,0.009 ,-0.005 ,0.007 ,0.0256 ,0.0038 ,0.0380 ,0.0056 ,0.0003 ,0.0002 ,0.0319 ,0.0034 ,0.0000 
0.250 ,0.625 ,0.050 ,0.693 ,0.045 ,0.065 ,0.009 ,-0.005 ,0.008 ,0.0311 ,0.0042 ,0.0332 ,0.0049 ,0.0071 ,0.0013 ,0.0357 ,0.0033 ,0.0000 
0.250 ,0.625 ,0.125 ,0.723 ,0.047 ,-0.029 ,0.008 ,-0.061 ,0.009 ,0.0366 ,0.0050 ,0.0316 ,0.0048 ,0.0125 ,0.0018 ,0.0403 ,0.0036 ,0.0000 
0.250 ,0.625 ,0.250 ,0.762 ,0.049 ,-0.049 ,0.009 ,-0.045 ,0.010 ,0.0364 ,0.0049 ,0.0297 ,0.0046 ,0.0190 ,0.0025 ,0.0425 ,0.0036 ,0.0000 
0.250 ,0.625 ,0.500 ,0.862 ,0.056 ,-0.057 ,0.011 ,-0.026 ,0.010 ,0.0477 ,0.0065 ,0.0336 ,0.0050 ,0.0169 ,0.0022 ,0.0491 ,0.0043 ,0.0000 
0.250 ,0.625 ,0.750 ,0.953 ,0.062 ,-0.066 ,0.012 ,-0.024 ,0.011 ,0.0417 ,0.0057 ,0.0358 ,0.0053 ,0.0158 ,0.0021 ,0.0466 ,0.0040 ,0.0000 
0.250 ,0.625 ,0.875 ,0.986 ,0.064 ,-0.059 ,0.012 ,-0.023 ,0.011 ,0.0422 ,0.0056 ,0.0280 ,0.0044 ,0.0158 ,0.0021 ,0.0430 ,0.0037 ,0.0000 
0.250 ,0.625 ,0.950 ,1.015 ,0.066 ,-0.046 ,0.012 ,-0.016 ,0.011 ,0.0381 ,0.0052 ,0.0293 ,0.0045 ,0.0155 ,0.0021 ,0.0414 ,0.0036 ,0.0000 
0.250 ,0.625 ,1.000 ,1.021 ,0.066 ,-0.041 ,0.012 ,-0.018 ,0.012 ,0.0394 ,0.0053 ,0.0299 ,0.0046 ,0.0140 ,0.0020 ,0.0417 ,0.0036 ,0.0000 
0.250 ,0.625 ,1.050 ,1.020 ,0.066 ,-0.043 ,0.012 ,-0.024 ,0.012 ,0.0410 ,0.0055 ,0.0312 ,0.0047 ,0.0118 ,0.0018 ,0.0420 ,0.0037 ,0.0000 
0.250 ,0.625 ,1.125 ,1.040 ,0.068 ,-0.035 ,0.012 ,-0.023 ,0.012 ,0.0413 ,0.0056 ,0.0303 ,0.0047 ,0.0118 ,0.0018 ,0.0417 ,0.0037 ,0.0000 
0.250 ,0.625 ,1.250 ,1.067 ,0.069 ,-0.019 ,0.012 ,-0.025 ,0.012 ,0.0310 ,0.0042 ,0.0219 ,0.0036 ,0.0118 ,0.0017 ,0.0324 ,0.0029 ,0.0000 
0.250 ,0.625 ,1.500 ,1.110 ,0.072 ,-0.002 ,0.012 ,-0.013 ,0.012 ,0.0248 ,0.0035 ,0.0152 ,0.0029 ,0.0114 ,0.0017 ,0.0258 ,0.0024 ,0.0000 
0.250 ,0.750 ,0.005 ,0.621 ,0.041 ,0.021 ,0.008 ,-0.001 ,0.007 ,0.0204 ,0.0029 ,0.0284 ,0.0044 ,0.0002 ,0.0002 ,0.0245 ,0.0026 ,0.0000 
0.250 ,0.750 ,0.050 ,0.708 ,0.046 ,0.097 ,0.010 ,-0.004 ,0.008 ,0.0234 ,0.0032 ,0.0317 ,0.0048 ,0.0059 ,0.0011 ,0.0305 ,0.0029 ,0.0000 
0.250 ,0.750 ,0.125 ,0.745 ,0.048 ,-0.023 ,0.009 ,-0.018 ,0.008 ,0.0346 ,0.0047 ,0.0307 ,0.0047 ,0.0113 ,0.0017 ,0.0383 ,0.0034 ,0.0000 
0.250 ,0.750 ,0.250 ,0.767 ,0.050 ,-0.040 ,0.009 ,-0.015 ,0.009 ,0.0360 ,0.0049 ,0.0314 ,0.0047 ,0.0140 ,0.0019 ,0.0407 ,0.0035 ,0.0000 
0.250 ,0.750 ,0.500 ,0.878 ,0.057 ,-0.043 ,0.010 ,-0.013 ,0.010 ,0.0448 ,0.0063 ,0.0348 ,0.0052 ,0.0172 ,0.0022 ,0.0484 ,0.0042 ,0.0000 
0.250 ,0.750 ,0.750 ,0.970 ,0.063 ,-0.056 ,0.012 ,-0.010 ,0.011 ,0.0426 ,0.0066 ,0.0316 ,0.0048 ,0.0162 ,0.0022 ,0.0452 ,0.0042 ,0.0000 
0.250 ,0.750 ,0.875 ,1.012 ,0.066 ,-0.047 ,0.012 ,-0.011 ,0.011 ,0.0387 ,0.0054 ,0.0304 ,0.0046 ,0.0144 ,0.0020 ,0.0418 ,0.0037 ,0.0000 
0.250 ,0.750 ,0.950 ,1.026 ,0.067 ,-0.041 ,0.012 ,-0.010 ,0.012 ,0.0419 ,0.0056 ,0.0318 ,0.0048 ,0.0144 ,0.0020 ,0.0441 ,0.0038 ,0.0000 
0.250 ,0.750 ,1.000 ,1.028 ,0.066 ,-0.038 ,0.012 ,-0.012 ,0.012 ,0.0356 ,0.0048 ,0.0307 ,0.0047 ,0.0149 ,0.0020 ,0.0406 ,0.0035 ,0.0000 
0.250 ,0.750 ,1.050 ,1.032 ,0.067 ,-0.024 ,0.012 ,-0.014 ,0.012 ,0.0372 ,0.0050 ,0.0280 ,0.0044 ,0.0124 ,0.0018 ,0.0388 ,0.0034 ,0.0000 
0.250 ,0.750 ,1.125 ,1.051 ,0.068 ,-0.022 ,0.012 ,-0.016 ,0.012 ,0.0360 ,0.0049 ,0.0313 ,0.0047 ,0.0123 ,0.0018 ,0.0398 ,0.0035 ,0.0000 
0.250 ,0.750 ,1.250 ,1.064 ,0.069 ,-0.009 ,0.012 ,-0.017 ,0.012 ,0.0347 ,0.0047 ,0.0231 ,0.0039 ,0.0115 ,0.0017 ,0.0346 ,0.0032 ,0.0000 
0.250 ,0.750 ,1.500 ,1.108 ,0.072 ,-0.001 ,0.013 ,-0.006 ,0.012 ,0.0266 ,0.0037 ,0.0152 ,0.0028 ,0.0124 ,0.0019 ,0.0271 ,0.0025 ,0.0000 
0.250 ,1.000 ,0.005 ,0.622 ,0.040 ,0.001 ,0.009 ,-0.006 ,0.007 ,0.0161 ,0.0023 ,0.0454 ,0.0064 ,0.0002 ,0.0002 ,0.0308 ,0.0034 ,0.0000 
0.250 ,1.000 ,0.050 ,0.707 ,0.046 ,0.109 ,0.012 ,0.011 ,0.008 ,0.0184 ,0.0026 ,0.0358 ,0.0053 ,0.0041 ,0.0009 ,0.0291 ,0.0030 ,0.0000 
0.250 ,1.000 ,0.125 ,0.755 ,0.049 ,0.024 ,0.009 ,0.004 ,0.009 ,0.0203 ,0.0029 ,0.0350 ,0.0052 ,0.0095 ,0.0015 ,0.0324 ,0.0031 ,0.0000 
0.250 ,1.000 ,0.250 ,0.788 ,0.051 ,-0.031 ,0.010 ,0.006 ,0.009 ,0.0249 ,0.0035 ,0.0354 ,0.0052 ,0.0153 ,0.0021 ,0.0378 ,0.0033 ,0.0000 
0.250 ,1.000 ,0.500 ,0.888 ,0.058 ,-0.035 ,0.010 ,0.004 ,0.010 ,0.0303 ,0.0041 ,0.0369 ,0.0055 ,0.0165 ,0.0022 ,0.0418 ,0.0036 ,0.0000 
0.250 ,1.000 ,0.750 ,0.975 ,0.064 ,-0.025 ,0.011 ,0.002 ,0.011 ,0.0306 ,0.0041 ,0.0336 ,0.0050 ,0.0143 ,0.0020 ,0.0392 ,0.0034 ,0.0000 
0.250 ,1.000 ,0.875 ,1.012 ,0.066 ,-0.033 ,0.012 ,0.002 ,0.012 ,0.0310 ,0.0045 ,0.0330 ,0.0049 ,0.0147 ,0.0020 ,0.0394 ,0.0035 ,0.0000 
0.250 ,1.000 ,0.950 ,1.030 ,0.067 ,-0.027 ,0.012 ,0.002 ,0.011 ,0.0264 ,0.0038 ,0.0321 ,0.0048 ,0.0147 ,0.0020 ,0.0366 ,0.0032 ,0.0000 
0.250 ,1.000 ,1.000 ,1.033 ,0.067 ,-0.016 ,0.012 ,0.001 ,0.012 ,0.0287 ,0.0040 ,0.0319 ,0.0048 ,0.0140 ,0.0019 ,0.0373 ,0.0033 ,0.0000 
0.250 ,1.000 ,1.050 ,1.038 ,0.069 ,-0.022 ,0.012 ,-0.002 ,0.012 ,0.0288 ,0.0040 ,0.0323 ,0.0048 ,0.0125 ,0.0019 ,0.0368 ,0.0033 ,0.0000 
0.250 ,1.000 ,1.125 ,1.052 ,0.069 ,-0.018 ,0.012 ,-0.003 ,0.012 ,0.0321 ,0.0052 ,0.0313 ,0.0047 ,0.0121 ,0.0018 ,0.0377 ,0.0036 ,0.0000 
0.250 ,1.000 ,1.250 ,1.069 ,0.069 ,-0.011 ,0.012 ,-0.008 ,0.012 ,0.0271 ,0.0037 ,0.0238 ,0.0039 ,0.0125 ,0.0018 ,0.0317 ,0.0028 ,0.0000 
0.250 ,1.000 ,1.500 ,1.108 ,0.072 ,-0.001 ,0.012 ,-0.005 ,0.012 ,0.0276 ,0.0039 ,0.0165 ,0.0030 ,0.0124 ,0.0018 ,0.0282 ,0.0026 ,0.0000 
